"Step","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: SP15__MAX"
"85","34.68736267089844","34.68736267089844","34.68736267089844","33.00910568237305","33.00910568237305","33.00910568237305","37.95783615112305","37.95783615112305","37.95783615112305","30.09549903869629","30.09549903869629","30.09549903869629","36.8331184387207","36.8331184387207","36.8331184387207","35.349998474121094","35.349998474121094","35.349998474121094"
"86","33.036277770996094","33.036277770996094","33.036277770996094","34.39185333251953","34.39185333251953","34.39185333251953","34.65847396850586","34.65847396850586","34.65847396850586","29.55424690246582","29.55424690246582","29.55424690246582","35.758140563964844","35.758140563964844","35.758140563964844","33.849998474121094","33.849998474121094","33.849998474121094"
"87","34.8685302734375","34.8685302734375","34.8685302734375","36.46305847167969","36.46305847167969","36.46305847167969","33.81325149536133","33.81325149536133","33.81325149536133","30.411888122558594","30.411888122558594","30.411888122558594","34.1884880065918","34.1884880065918","34.1884880065918","33.119998931884766","33.119998931884766","33.119998931884766"
"88","41.061161041259766","41.061161041259766","41.061161041259766","40.071128845214844","40.071128845214844","40.071128845214844","36.17832565307617","36.17832565307617","36.17832565307617","33.72697448730469","33.72697448730469","33.72697448730469","34.96003341674805","34.96003341674805","34.96003341674805","27.68000030517578","27.68000030517578","27.68000030517578"
"89","42.071624755859375","42.071624755859375","42.071624755859375","31.616046905517578","31.616046905517578","31.616046905517578","30.97881507873535","30.97881507873535","30.97881507873535","28.519115447998047","28.519115447998047","28.519115447998047","31.969202041625977","31.969202041625977","31.969202041625977","29.790000915527344","29.790000915527344","29.790000915527344"
"90","48.649330139160156","48.649330139160156","48.649330139160156","27.429943084716797","27.429943084716797","27.429943084716797","28.25750732421875","28.25750732421875","28.25750732421875","27.93037223815918","27.93037223815918","27.93037223815918","31.694679260253906","31.694679260253906","31.694679260253906","27.760000228881836","27.760000228881836","27.760000228881836"
"91","38.567420959472656","38.567420959472656","38.567420959472656","25.967905044555664","25.967905044555664","25.967905044555664","29.32236671447754","29.32236671447754","29.32236671447754","30.134628295898438","30.134628295898438","30.134628295898438","31.4849853515625","31.4849853515625","31.4849853515625","27.079999923706055","27.079999923706055","27.079999923706055"
"92","28.257123947143555","28.257123947143555","28.257123947143555","24.630046844482422","24.630046844482422","24.630046844482422","30.360849380493164","30.360849380493164","30.360849380493164","29.85808563232422","29.85808563232422","29.85808563232422","31.925457000732422","31.925457000732422","31.925457000732422","27.899999618530273","27.899999618530273","27.899999618530273"
"93","23.274341583251953","23.274341583251953","23.274341583251953","25.053646087646484","25.053646087646484","25.053646087646484","30.87679100036621","30.87679100036621","30.87679100036621","25.363706588745117","25.363706588745117","25.363706588745117","31.840341567993164","31.840341567993164","31.840341567993164","28.43000030517578","28.43000030517578","28.43000030517578"
"94","20.684223175048828","20.684223175048828","20.684223175048828","26.732479095458984","26.732479095458984","26.732479095458984","28.729230880737305","28.729230880737305","28.729230880737305","21.19880485534668","21.19880485534668","21.19880485534668","30.520559310913086","30.520559310913086","30.520559310913086","34.099998474121094","34.099998474121094","34.099998474121094"
"95","19.424657821655273","19.424657821655273","19.424657821655273","27.201175689697266","27.201175689697266","27.201175689697266","23.169050216674805","23.169050216674805","23.169050216674805","19.00408935546875","19.00408935546875","19.00408935546875","28.400537490844727","28.400537490844727","28.400537490844727","36.25","36.25","36.25"
"96","21.95044708251953","21.95044708251953","21.95044708251953","22.578521728515625","22.578521728515625","22.578521728515625","30.897321701049805","30.897321701049805","30.897321701049805","22.49050521850586","22.49050521850586","22.49050521850586","25.134918212890625","25.134918212890625","25.134918212890625","39.90999984741211","39.90999984741211","39.90999984741211"
"97","21.065916061401367","21.065916061401367","21.065916061401367","21.59572982788086","21.59572982788086","21.59572982788086","24.31443977355957","24.31443977355957","24.31443977355957","20.86011505126953","20.86011505126953","20.86011505126953","21.275760650634766","21.275760650634766","21.275760650634766","34.439998626708984","34.439998626708984","34.439998626708984"
"98","20.653818130493164","20.653818130493164","20.653818130493164","20.726423263549805","20.726423263549805","20.726423263549805","20.476320266723633","20.476320266723633","20.476320266723633","20.017139434814453","20.017139434814453","20.017139434814453","19.408018112182617","19.408018112182617","19.408018112182617","33.11000061035156","33.11000061035156","33.11000061035156"
"99","20.977617263793945","20.977617263793945","20.977617263793945","19.761354446411133","19.761354446411133","19.761354446411133","18.659093856811523","18.659093856811523","18.659093856811523","20.03247833251953","20.03247833251953","20.03247833251953","18.615447998046875","18.615447998046875","18.615447998046875","26.110000610351562","26.110000610351562","26.110000610351562"
"100","23.278738021850586","23.278738021850586","23.278738021850586","21.790489196777344","21.790489196777344","21.790489196777344","20.010286331176758","20.010286331176758","20.010286331176758","21.23733901977539","21.23733901977539","21.23733901977539","19.228561401367188","19.228561401367188","19.228561401367188","23.389999389648438","23.389999389648438","23.389999389648438"
"101","24.399450302124023","24.399450302124023","24.399450302124023","25.408222198486328","25.408222198486328","25.408222198486328","22.85757827758789","22.85757827758789","22.85757827758789","22.43720054626465","22.43720054626465","22.43720054626465","21.12173080444336","21.12173080444336","21.12173080444336","21.81999969482422","21.81999969482422","21.81999969482422"
"102","25.720991134643555","25.720991134643555","25.720991134643555","28.063053131103516","28.063053131103516","28.063053131103516","25.39847755432129","25.39847755432129","25.39847755432129","23.99860382080078","23.99860382080078","23.99860382080078","22.957294464111328","22.957294464111328","22.957294464111328","22.239999771118164","22.239999771118164","22.239999771118164"
"103","25.919492721557617","25.919492721557617","25.919492721557617","29.749038696289062","29.749038696289062","29.749038696289062","27.285566329956055","27.285566329956055","27.285566329956055","25.05254554748535","25.05254554748535","25.05254554748535","24.875476837158203","24.875476837158203","24.875476837158203","21.950000762939453","21.950000762939453","21.950000762939453"
"104","27.58446502685547","27.58446502685547","27.58446502685547","32.50082778930664","32.50082778930664","32.50082778930664","28.517057418823242","28.517057418823242","28.517057418823242","26.440032958984375","26.440032958984375","26.440032958984375","26.2398681640625","26.2398681640625","26.2398681640625","22.81999969482422","22.81999969482422","22.81999969482422"
"105","27.842300415039062","27.842300415039062","27.842300415039062","34.47672653198242","34.47672653198242","34.47672653198242","30.138031005859375","30.138031005859375","30.138031005859375","27.93862533569336","27.93862533569336","27.93862533569336","27.78955078125","27.78955078125","27.78955078125","26.440000534057617","26.440000534057617","26.440000534057617"
"106","29.76409912109375","29.76409912109375","29.76409912109375","40.7896614074707","40.7896614074707","40.7896614074707","32.74390411376953","32.74390411376953","32.74390411376953","34.6684455871582","34.6684455871582","34.6684455871582","29.889606475830078","29.889606475830078","29.889606475830078","28.09000015258789","28.09000015258789","28.09000015258789"
"107","32.32290267944336","32.32290267944336","32.32290267944336","42.14017868041992","42.14017868041992","42.14017868041992","33.88825225830078","33.88825225830078","33.88825225830078","36.50937271118164","36.50937271118164","36.50937271118164","31.607839584350586","31.607839584350586","31.607839584350586","31.899999618530273","31.899999618530273","31.899999618530273"
"108","33.330116271972656","33.330116271972656","33.330116271972656","41.20338821411133","41.20338821411133","41.20338821411133","35.04098892211914","35.04098892211914","35.04098892211914","38.19912338256836","38.19912338256836","38.19912338256836","33.53573226928711","33.53573226928711","33.53573226928711","27.719999313354492","27.719999313354492","27.719999313354492"
"109","35.82491683959961","35.82491683959961","35.82491683959961","39.79714584350586","39.79714584350586","39.79714584350586","34.409725189208984","34.409725189208984","34.409725189208984","35.21959686279297","35.21959686279297","35.21959686279297","34.4393196105957","34.4393196105957","34.4393196105957","30","30","30"
"110","35.400917053222656","35.400917053222656","35.400917053222656","36.61943817138672","36.61943817138672","36.61943817138672","32.02532196044922","32.02532196044922","32.02532196044922","31.187564849853516","31.187564849853516","31.187564849853516","33.47613525390625","33.47613525390625","33.47613525390625","28.59000015258789","28.59000015258789","28.59000015258789"
"111","31.773134231567383","31.773134231567383","31.773134231567383","35.911495208740234","35.911495208740234","35.911495208740234","33.31553649902344","33.31553649902344","33.31553649902344","27.327680587768555","27.327680587768555","27.327680587768555","29.06411361694336","29.06411361694336","29.06411361694336","27.229999542236328","27.229999542236328","27.229999542236328"
"112","26.60904312133789","26.60904312133789","26.60904312133789","32.943267822265625","32.943267822265625","32.943267822265625","29.875926971435547","29.875926971435547","29.875926971435547","26.628116607666016","26.628116607666016","26.628116607666016","26.781768798828125","26.781768798828125","26.781768798828125","26.219999313354492","26.219999313354492","26.219999313354492"
"113","25.615224838256836","25.615224838256836","25.615224838256836","35.06183624267578","35.06183624267578","35.06183624267578","30.28704261779785","30.28704261779785","30.28704261779785","26.79880714416504","26.79880714416504","26.79880714416504","27.00445556640625","27.00445556640625","27.00445556640625","25.6299991607666","25.6299991607666","25.6299991607666"
"114","24.237871170043945","24.237871170043945","24.237871170043945","32.89951705932617","32.89951705932617","32.89951705932617","28.194684982299805","28.194684982299805","28.194684982299805","24.360157012939453","24.360157012939453","24.360157012939453","25.770946502685547","25.770946502685547","25.770946502685547","25.459999084472656","25.459999084472656","25.459999084472656"
"115","24.639280319213867","24.639280319213867","24.639280319213867","32.69096755981445","32.69096755981445","32.69096755981445","27.67960548400879","27.67960548400879","27.67960548400879","23.958419799804688","23.958419799804688","23.958419799804688","25.359466552734375","25.359466552734375","25.359466552734375","27.540000915527344","27.540000915527344","27.540000915527344"
"116","25.180465698242188","25.180465698242188","25.180465698242188","35.887794494628906","35.887794494628906","35.887794494628906","28.55478286743164","28.55478286743164","28.55478286743164","25.331729888916016","25.331729888916016","25.331729888916016","25.495820999145508","25.495820999145508","25.495820999145508","30.3799991607666","30.3799991607666","30.3799991607666"
"117","24.553579330444336","24.553579330444336","24.553579330444336","42.03400802612305","42.03400802612305","42.03400802612305","29.980449676513672","29.980449676513672","29.980449676513672","27.62332534790039","27.62332534790039","27.62332534790039","25.61668586730957","25.61668586730957","25.61668586730957","29.68000030517578","29.68000030517578","29.68000030517578"
"118","23.780214309692383","23.780214309692383","23.780214309692383","41.93960952758789","41.93960952758789","41.93960952758789","29.95509910583496","29.95509910583496","29.95509910583496","27.300199508666992","27.300199508666992","27.300199508666992","25.529905319213867","25.529905319213867","25.529905319213867","27.350000381469727","27.350000381469727","27.350000381469727"
"119","22.73121452331543","22.73121452331543","22.73121452331543","36.659786224365234","36.659786224365234","36.659786224365234","26.387359619140625","26.387359619140625","26.387359619140625","24.25214958190918","24.25214958190918","24.25214958190918","24.400400161743164","24.400400161743164","24.400400161743164","36.290000915527344","36.290000915527344","36.290000915527344"
"120","22.463048934936523","22.463048934936523","22.463048934936523","23.8513126373291","23.8513126373291","23.8513126373291","24.370105743408203","24.370105743408203","24.370105743408203","23.534982681274414","23.534982681274414","23.534982681274414","25.033475875854492","25.033475875854492","25.033475875854492","33.41999816894531","33.41999816894531","33.41999816894531"
"121","21.90043067932129","21.90043067932129","21.90043067932129","23.048398971557617","23.048398971557617","23.048398971557617","22.31175422668457","22.31175422668457","22.31175422668457","22.83016014099121","22.83016014099121","22.83016014099121","23.7308406829834","23.7308406829834","23.7308406829834","23.770000457763672","23.770000457763672","23.770000457763672"
"122","22.39484977722168","22.39484977722168","22.39484977722168","23.92694854736328","23.92694854736328","23.92694854736328","22.86569595336914","22.86569595336914","22.86569595336914","23.314619064331055","23.314619064331055","23.314619064331055","23.59808921813965","23.59808921813965","23.59808921813965","19.950000762939453","19.950000762939453","19.950000762939453"
"123","22.93511962890625","22.93511962890625","22.93511962890625","25.558778762817383","25.558778762817383","25.558778762817383","24.548473358154297","24.548473358154297","24.548473358154297","23.71389389038086","23.71389389038086","23.71389389038086","24.351720809936523","24.351720809936523","24.351720809936523","19.510000228881836","19.510000228881836","19.510000228881836"
"124","24.451520919799805","24.451520919799805","24.451520919799805","27.276268005371094","27.276268005371094","27.276268005371094","27.014812469482422","27.014812469482422","27.014812469482422","24.14320182800293","24.14320182800293","24.14320182800293","25.343446731567383","25.343446731567383","25.343446731567383","18.809999465942383","18.809999465942383","18.809999465942383"
"125","27.77494239807129","27.77494239807129","27.77494239807129","32.47706604003906","32.47706604003906","32.47706604003906","32.95547103881836","32.95547103881836","32.95547103881836","31.732160568237305","31.732160568237305","31.732160568237305","26.28243064880371","26.28243064880371","26.28243064880371","39.900001525878906","39.900001525878906","39.900001525878906"
"126","31.503808975219727","31.503808975219727","31.503808975219727","34.90357208251953","34.90357208251953","34.90357208251953","45.6512336730957","45.6512336730957","45.6512336730957","51.447505950927734","51.447505950927734","51.447505950927734","29.91363525390625","29.91363525390625","29.91363525390625","34.54999923706055","34.54999923706055","34.54999923706055"
"127","33.85667419433594","33.85667419433594","33.85667419433594","35.224422454833984","35.224422454833984","35.224422454833984","52.508541107177734","52.508541107177734","52.508541107177734","56.1841926574707","56.1841926574707","56.1841926574707","31.149045944213867","31.149045944213867","31.149045944213867","29.639999389648438","29.639999389648438","29.639999389648438"
"128","31.508312225341797","31.508312225341797","31.508312225341797","34.073360443115234","34.073360443115234","34.073360443115234","41.70250701904297","41.70250701904297","41.70250701904297","43.53308868408203","43.53308868408203","43.53308868408203","30.02570152282715","30.02570152282715","30.02570152282715","27.229999542236328","27.229999542236328","27.229999542236328"
"129","29.94257354736328","29.94257354736328","29.94257354736328","33.32086944580078","33.32086944580078","33.32086944580078","35.44883728027344","35.44883728027344","35.44883728027344","37.51335906982422","37.51335906982422","37.51335906982422","28.838958740234375","28.838958740234375","28.838958740234375","27.110000610351562","27.110000610351562","27.110000610351562"
"130","29.282100677490234","29.282100677490234","29.282100677490234","36.81967544555664","36.81967544555664","36.81967544555664","31.22412872314453","31.22412872314453","31.22412872314453","33.896217346191406","33.896217346191406","33.896217346191406","26.43264389038086","26.43264389038086","26.43264389038086","25","25","25"
"131","28.383899688720703","28.383899688720703","28.383899688720703","33.82699203491211","33.82699203491211","33.82699203491211","28.65411376953125","28.65411376953125","28.65411376953125","31.444293975830078","31.444293975830078","31.444293975830078","25.416765213012695","25.416765213012695","25.416765213012695","26.700000762939453","26.700000762939453","26.700000762939453"
"132","26.394514083862305","26.394514083862305","26.394514083862305","27.946748733520508","27.946748733520508","27.946748733520508","26.482858657836914","26.482858657836914","26.482858657836914","27.861650466918945","27.861650466918945","27.861650466918945","24.52733039855957","24.52733039855957","24.52733039855957","26.559999465942383","26.559999465942383","26.559999465942383"
"133","25.251850128173828","25.251850128173828","25.251850128173828","26.240230560302734","26.240230560302734","26.240230560302734","25.524627685546875","25.524627685546875","25.524627685546875","25.61484146118164","25.61484146118164","25.61484146118164","24.81649398803711","24.81649398803711","24.81649398803711","26.829999923706055","26.829999923706055","26.829999923706055"
"134","25.881345748901367","25.881345748901367","25.881345748901367","26.093690872192383","26.093690872192383","26.093690872192383","25.297496795654297","25.297496795654297","25.297496795654297","25.19088363647461","25.19088363647461","25.19088363647461","26.178251266479492","26.178251266479492","26.178251266479492","26.649999618530273","26.649999618530273","26.649999618530273"
"135","27.091583251953125","27.091583251953125","27.091583251953125","26.371511459350586","26.371511459350586","26.371511459350586","25.70614242553711","25.70614242553711","25.70614242553711","25.410688400268555","25.410688400268555","25.410688400268555","28.204980850219727","28.204980850219727","28.204980850219727","26.43000030517578","26.43000030517578","26.43000030517578"
"136","27.014028549194336","27.014028549194336","27.014028549194336","26.4759578704834","26.4759578704834","26.4759578704834","26.364322662353516","26.364322662353516","26.364322662353516","25.100648880004883","25.100648880004883","25.100648880004883","27.852294921875","27.852294921875","27.852294921875","28.219999313354492","28.219999313354492","28.219999313354492"
"137","26.452268600463867","26.452268600463867","26.452268600463867","26.048948287963867","26.048948287963867","26.048948287963867","27.639663696289062","27.639663696289062","27.639663696289062","24.486764907836914","24.486764907836914","24.486764907836914","27.78441047668457","27.78441047668457","27.78441047668457","24.450000762939453","24.450000762939453","24.450000762939453"
"138","25.519800186157227","25.519800186157227","25.519800186157227","25.4272403717041","25.4272403717041","25.4272403717041","26.90184783935547","26.90184783935547","26.90184783935547","23.73159408569336","23.73159408569336","23.73159408569336","25.8072509765625","25.8072509765625","25.8072509765625","15.0600004196167","15.0600004196167","15.0600004196167"
"139","24.414880752563477","24.414880752563477","24.414880752563477","23.82097625732422","23.82097625732422","23.82097625732422","24.750995635986328","24.750995635986328","24.750995635986328","23.284208297729492","23.284208297729492","23.284208297729492","24.152523040771484","24.152523040771484","24.152523040771484","2.569999933242798","2.569999933242798","2.569999933242798"
"140","25.032316207885742","25.032316207885742","25.032316207885742","23.99092674255371","23.99092674255371","23.99092674255371","24.165626525878906","24.165626525878906","24.165626525878906","23.822710037231445","23.822710037231445","23.822710037231445","23.631589889526367","23.631589889526367","23.631589889526367","0.28999999165534973","0.28999999165534973","0.28999999165534973"
"141","25.098134994506836","25.098134994506836","25.098134994506836","24.752241134643555","24.752241134643555","24.752241134643555","23.88675308227539","23.88675308227539","23.88675308227539","23.798505783081055","23.798505783081055","23.798505783081055","24.5640811920166","24.5640811920166","24.5640811920166","0.25","0.25","0.25"
"142","28.22254753112793","28.22254753112793","28.22254753112793","26.434659957885742","26.434659957885742","26.434659957885742","25.203569412231445","25.203569412231445","25.203569412231445","24.266172409057617","24.266172409057617","24.266172409057617","25.129743576049805","25.129743576049805","25.129743576049805","0.8199999928474426","0.8199999928474426","0.8199999928474426"
"143","32.62324142456055","32.62324142456055","32.62324142456055","28.952978134155273","28.952978134155273","28.952978134155273","26.34119415283203","26.34119415283203","26.34119415283203","26.29844093322754","26.29844093322754","26.29844093322754","25.604454040527344","25.604454040527344","25.604454040527344","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"144","22.402002334594727","22.402002334594727","22.402002334594727","20.723966598510742","20.723966598510742","20.723966598510742","22.865392684936523","22.865392684936523","22.865392684936523","24.226919174194336","24.226919174194336","24.226919174194336","22.61244010925293","22.61244010925293","22.61244010925293","-0.30000001192092896","-0.30000001192092896","-0.30000001192092896"
"145","25.108985900878906","25.108985900878906","25.108985900878906","21.319211959838867","21.319211959838867","21.319211959838867","23.04588508605957","23.04588508605957","23.04588508605957","27.743764877319336","27.743764877319336","27.743764877319336","23.622407913208008","23.622407913208008","23.622407913208008","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"146","27.959196090698242","27.959196090698242","27.959196090698242","22.56757164001465","22.56757164001465","22.56757164001465","23.55105972290039","23.55105972290039","23.55105972290039","26.975982666015625","26.975982666015625","26.975982666015625","23.933815002441406","23.933815002441406","23.933815002441406","6.550000190734863","6.550000190734863","6.550000190734863"
"147","30.443605422973633","30.443605422973633","30.443605422973633","29.390329360961914","29.390329360961914","29.390329360961914","26.090120315551758","26.090120315551758","26.090120315551758","28.60855484008789","28.60855484008789","28.60855484008789","26.986251831054688","26.986251831054688","26.986251831054688","32.18000030517578","32.18000030517578","32.18000030517578"
"148","33.79645538330078","33.79645538330078","33.79645538330078","30.891366958618164","30.891366958618164","30.891366958618164","28.616865158081055","28.616865158081055","28.616865158081055","29.287296295166016","29.287296295166016","29.287296295166016","31.1947021484375","31.1947021484375","31.1947021484375","35.70000076293945","35.70000076293945","35.70000076293945"
"149","34.020084381103516","34.020084381103516","34.020084381103516","30.57964515686035","30.57964515686035","30.57964515686035","29.11965560913086","29.11965560913086","29.11965560913086","29.985048294067383","29.985048294067383","29.985048294067383","31.919416427612305","31.919416427612305","31.919416427612305","33.56999969482422","33.56999969482422","33.56999969482422"
"150","32.175819396972656","32.175819396972656","32.175819396972656","27.966262817382812","27.966262817382812","27.966262817382812","27.799758911132812","27.799758911132812","27.799758911132812","28.58283805847168","28.58283805847168","28.58283805847168","29.913850784301758","29.913850784301758","29.913850784301758","32.34000015258789","32.34000015258789","32.34000015258789"
"151","28.813457489013672","28.813457489013672","28.813457489013672","26.070730209350586","26.070730209350586","26.070730209350586","26.258800506591797","26.258800506591797","26.258800506591797","27.128738403320312","27.128738403320312","27.128738403320312","27.115638732910156","27.115638732910156","27.115638732910156","35.130001068115234","35.130001068115234","35.130001068115234"
"152","26.67000961303711","26.67000961303711","26.67000961303711","25.093873977661133","25.093873977661133","25.093873977661133","25.778488159179688","25.778488159179688","25.778488159179688","26.590967178344727","26.590967178344727","26.590967178344727","25.867177963256836","25.867177963256836","25.867177963256836","27.790000915527344","27.790000915527344","27.790000915527344"
"153","24.92736053466797","24.92736053466797","24.92736053466797","24.03652000427246","24.03652000427246","24.03652000427246","25.9322452545166","25.9322452545166","25.9322452545166","26.532901763916016","26.532901763916016","26.532901763916016","25.11765480041504","25.11765480041504","25.11765480041504","25.559999465942383","25.559999465942383","25.559999465942383"
"154","24.114900588989258","24.114900588989258","24.114900588989258","22.755640029907227","22.755640029907227","22.755640029907227","26.2783260345459","26.2783260345459","26.2783260345459","26.4541015625","26.4541015625","26.4541015625","24.776926040649414","24.776926040649414","24.776926040649414","26.709999084472656","26.709999084472656","26.709999084472656"
"155","23.268117904663086","23.268117904663086","23.268117904663086","21.85839080810547","21.85839080810547","21.85839080810547","25.578739166259766","25.578739166259766","25.578739166259766","26.766345977783203","26.766345977783203","26.766345977783203","23.7845516204834","23.7845516204834","23.7845516204834","26.780000686645508","26.780000686645508","26.780000686645508"
"156","23.34229278564453","23.34229278564453","23.34229278564453","22.12186622619629","22.12186622619629","22.12186622619629","25.426143646240234","25.426143646240234","25.426143646240234","26.87041473388672","26.87041473388672","26.87041473388672","24.181291580200195","24.181291580200195","24.181291580200195","26.790000915527344","26.790000915527344","26.790000915527344"
"157","23.336427688598633","23.336427688598633","23.336427688598633","22.820703506469727","22.820703506469727","22.820703506469727","26.383459091186523","26.383459091186523","26.383459091186523","26.358856201171875","26.358856201171875","26.358856201171875","25.37284278869629","25.37284278869629","25.37284278869629","27.200000762939453","27.200000762939453","27.200000762939453"
"158","23.737092971801758","23.737092971801758","23.737092971801758","24.487268447875977","24.487268447875977","24.487268447875977","26.21913719177246","26.21913719177246","26.21913719177246","25.99001693725586","25.99001693725586","25.99001693725586","25.826322555541992","25.826322555541992","25.826322555541992","28.190000534057617","28.190000534057617","28.190000534057617"
"159","23.82485008239746","23.82485008239746","23.82485008239746","25.195369720458984","25.195369720458984","25.195369720458984","26.34381103515625","26.34381103515625","26.34381103515625","25.21308708190918","25.21308708190918","25.21308708190918","29.442026138305664","29.442026138305664","29.442026138305664","26.989999771118164","26.989999771118164","26.989999771118164"
"160","22.812166213989258","22.812166213989258","22.812166213989258","23.27783966064453","23.27783966064453","23.27783966064453","21.99526596069336","21.99526596069336","21.99526596069336","23.07001495361328","23.07001495361328","23.07001495361328","28.82743263244629","28.82743263244629","28.82743263244629","9.630000114440918","9.630000114440918","9.630000114440918"
"161","21.043291091918945","21.043291091918945","21.043291091918945","19.551990509033203","19.551990509033203","19.551990509033203","16.669103622436523","16.669103622436523","16.669103622436523","22.015281677246094","22.015281677246094","22.015281677246094","23.44565773010254","23.44565773010254","23.44565773010254","-0.18000000715255737","-0.18000000715255737","-0.18000000715255737"
"162","20.80463218688965","20.80463218688965","20.80463218688965","16.962610244750977","16.962610244750977","16.962610244750977","16.610187530517578","16.610187530517578","16.610187530517578","20.68221664428711","20.68221664428711","20.68221664428711","21.55970001220703","21.55970001220703","21.55970001220703","-0.38999998569488525","-0.38999998569488525","-0.38999998569488525"
"163","20.872323989868164","20.872323989868164","20.872323989868164","19.78228187561035","19.78228187561035","19.78228187561035","18.747150421142578","18.747150421142578","18.747150421142578","20.711315155029297","20.711315155029297","20.711315155029297","20.834720611572266","20.834720611572266","20.834720611572266","0.4099999964237213","0.4099999964237213","0.4099999964237213"
"164","21.16092872619629","21.16092872619629","21.16092872619629","25.021413803100586","25.021413803100586","25.021413803100586","21.787593841552734","21.787593841552734","21.787593841552734","22.06424331665039","22.06424331665039","22.06424331665039","22.82871437072754","22.82871437072754","22.82871437072754","0.3499999940395355","0.3499999940395355","0.3499999940395355"
"165","21.197528839111328","21.197528839111328","21.197528839111328","28.537431716918945","28.537431716918945","28.537431716918945","24.06255531311035","24.06255531311035","24.06255531311035","23.949371337890625","23.949371337890625","23.949371337890625","27.304237365722656","27.304237365722656","27.304237365722656","1.4500000476837158","1.4500000476837158","1.4500000476837158"
"166","23.35480308532715","23.35480308532715","23.35480308532715","27.427927017211914","27.427927017211914","27.427927017211914","25.484285354614258","25.484285354614258","25.484285354614258","25.759166717529297","25.759166717529297","25.759166717529297","31.481042861938477","31.481042861938477","31.481042861938477","4.610000133514404","4.610000133514404","4.610000133514404"
"167","27.410017013549805","27.410017013549805","27.410017013549805","27.5328311920166","27.5328311920166","27.5328311920166","27.86560821533203","27.86560821533203","27.86560821533203","26.566041946411133","26.566041946411133","26.566041946411133","31.2252140045166","31.2252140045166","31.2252140045166","6.730000019073486","6.730000019073486","6.730000019073486"
