hour,DAM_SP15,DAM_NP15,DAM_ZP26
2021-10-21 01:00:00,99.30745,99.3283,99.37051
2021-10-21 00:00:00,81.45844,81.58904,81.58974
2021-10-21 06:00:00,63.90332,63.98,63.98
2021-10-21 04:00:00,76.8,76.8,76.8
2021-10-21 02:00:00,87.24,87.20589,87.24
2021-10-21 03:00:00,80.26,80.26241,80.26
2021-10-21 08:00:00,53.5889,54.02834,54.02834
2021-10-21 07:00:00,53.95995,57.20743,55.0
2021-10-21 21:00:00,43.62632,65.71098,41.33
2021-10-21 10:00:00,53.12235,53.55644,53.55644
2021-10-21 12:00:00,64.23837,64.76193,64.76193
2021-10-21 09:00:00,52.92909,53.36,53.36
2021-10-21 18:00:00,36.78,62.31549,34.17295
2021-10-21 23:00:00,56.04805,69.05409,55.58661
2021-10-21 20:00:00,40.49,62.73683,38.77378
2021-10-21 14:00:00,87.62298,87.809,87.80747
2021-10-21 19:00:00,36.89249,62.12573,34.35
2021-10-21 17:00:00,39.19517,67.01653,36.5
2021-10-21 11:00:00,54.6782,55.13,55.13
2021-10-21 15:00:00,54.07724,68.85485,52.56
2021-10-21 13:00:00,76.97372,77.27102,77.27102
2021-10-21 22:00:00,51.94818,68.22084,50.16875
2021-10-21 16:00:00,45.13234,66.47196,42.92944
2021-12-14 01:00:00,107.05834,120.76872,128.24294
2021-12-14 00:00:00,81.93118,88.72804,92.68645
2021-12-14 06:00:00,66.96486,69.93082,73.09967
2021-12-14 03:00:00,83.92128,86.77022,88.85881
2021-12-14 07:00:00,56.29593,57.35,58.9083
2021-12-14 05:00:00,72.75639,74.04309,75.72083
2021-12-14 04:00:00,78.72862,82.56108,85.65403
2021-12-14 02:00:00,96.15438,101.42666,105.57558
2021-12-14 10:00:00,46.813,47.479,46.08909
2021-12-14 23:00:00,75.74692,76.45831,74.53757
2021-12-14 13:00:00,62.13843,61.61043,60.68166
2021-12-14 09:00:00,47.90051,48.83148,47.22209
2021-12-14 18:00:00,70.52684,72.88575,69.78982
2021-12-14 19:00:00,67.54885,68.33,66.00794
2021-12-14 22:00:00,61.31007,62.01863,59.84433
2021-12-14 16:00:00,73.13355,72.73436,72.83194
2021-12-14 20:00:00,58.19,57.55849,57.70026
2021-12-14 12:00:00,51.45041,51.12558,50.03
2021-12-14 14:00:00,75.08841,76.02138,74.46643
2021-12-14 11:00:00,48.38464,48.91716,47.47886
2021-12-14 17:00:00,70.18099,72.75872,69.71319
2021-12-14 08:00:00,49.56721,51.27126,50.0
2021-12-14 15:00:00,79.88714,79.83696,79.9
2021-12-14 21:00:00,60.12113,60.80686,58.55651
2021-10-06 05:00:00,68.42737,70.64,68.28462
2021-10-06 06:00:00,63.30705,66.14406,63.21447
2021-10-06 04:00:00,71.75846,73.79845,71.63142
2021-10-06 00:00:00,79.31001,82.50516,78.95871
2021-10-06 01:00:00,93.34,97.93711,93.94048
2021-10-06 02:00:00,85.0,89.00116,85.61763
2021-10-06 03:00:00,78.91718,81.28338,78.99138
2021-10-06 10:00:00,55.08527,62.02229,53.7965
2021-10-06 18:00:00,51.5421,64.83092,47.78518
2021-10-06 07:00:00,58.04951,61.53919,58.46437
2021-10-06 15:00:00,58.76195,74.70223,56.66849
2021-10-06 08:00:00,54.38027,66.3015,52.75898
2021-10-06 12:00:00,60.20458,67.14074,59.43
2021-10-06 13:00:00,70.39099,80.40889,69.69156
2021-10-06 14:00:00,71.64539,76.52131,72.72586
2021-10-06 16:00:00,51.88,67.23162,48.72978
2021-10-06 20:00:00,53.15484,64.24417,51.22753
2021-10-06 21:00:00,55.15875,64.79962,53.50792
2021-10-06 19:00:00,53.05046,63.95974,51.33558
2021-10-06 17:00:00,51.39525,67.1399,46.87227
2021-10-06 11:00:00,56.77814,64.70945,55.62046
2021-10-06 23:00:00,65.28392,69.76037,65.40904
2021-10-06 22:00:00,58.7994,65.43442,57.65548
2021-10-06 09:00:00,54.50332,63.05839,53.03245
2021-11-14 02:00:00,67.98101,67.94607,66.87
2021-11-14 01:00:00,85.23942,84.95077,83.86614
2021-11-14 03:00:00,65.26405,65.60597,64.13848
2021-11-14 05:00:00,57.13,57.52857,56.26839
2021-11-14 04:00:00,61.55401,61.73089,60.43588
2021-11-14 06:00:00,53.06183,54.59436,52.54
2021-11-14 07:00:00,51.13962,52.52377,50.56377
2021-11-14 00:00:00,72.47127,72.56801,71.15416
2021-11-14 13:00:00,55.52129,59.02289,55.46331
2021-11-14 10:00:00,49.91084,52.67007,49.93687
2021-11-14 16:00:00,22.18937,49.23548,18.80888
2021-11-14 12:00:00,52.15223,55.32979,52.09782
2021-11-14 23:00:00,58.19905,59.97341,56.95399
2021-11-14 11:00:00,49.00417,51.86062,48.95818
2021-11-14 17:00:00,19.83829,45.04926,18.92617
2021-11-14 19:00:00,29.45954,32.72805,26.55249
2021-11-14 14:00:00,55.17134,60.08243,55.5153
2021-11-14 15:00:00,40.37734,50.84813,40.7378
2021-11-14 21:00:00,32.72974,33.68065,30.90314
2021-11-14 20:00:00,29.97672,31.47876,28.70143
2021-11-14 18:00:00,21.62399,36.22719,20.0
2021-11-14 22:00:00,38.06041,37.96206,35.47065
2021-11-14 09:00:00,48.54135,51.4379,48.68339
2021-11-14 08:00:00,49.48024,52.49708,49.58373
2021-12-15 04:00:00,77.46479,77.58,77.58
2021-12-15 00:00:00,85.56,85.44153,85.56
2021-12-15 02:00:00,92.46348,92.29805,92.51
2021-12-15 01:00:00,106.958,106.51799,106.99514
2021-12-15 06:00:00,66.40425,67.98927,66.08198
2021-12-15 05:00:00,73.15714,74.31,72.57689
2021-12-15 07:00:00,56.82626,58.60078,56.5047
2021-12-15 03:00:00,80.81194,80.96,80.96
2021-12-15 08:00:00,51.01859,51.58665,50.85996
2021-12-15 21:00:00,42.82797,47.22871,40.58892
2021-12-15 11:00:00,46.63032,46.74748,45.81948
2021-12-15 17:00:00,46.3293,49.27877,43.50911
2021-12-15 20:00:00,43.02946,45.88035,41.99296
2021-12-15 12:00:00,48.11565,48.19514,47.143
2021-12-15 23:00:00,58.0854,59.99325,57.73686
2021-12-15 14:00:00,77.34965,77.56669,77.62685
2021-12-15 10:00:00,46.03367,46.09077,45.23452
